state,puma_description,msa_description,state_puma,state_msa
nc,Cumberland County (W)-Fayetteville City (W) PUMA,Fayetteville/NC,NC-05003,NC-22180
nc,,,NC-05100,NC-22180
nc,,,NC-05100,NC-31300
nc,,,NC-05100,NC-29900
nc,Hoke/Richmond+Scotland Counties PUMA,Fayetteville/NC,NC-05200,NC-22180
nc,Union (E)+Anson Counties-Monroe City PUMA,Charlotte-Concord-Gastonia/NC-SC,NC-05300,NC-16740
nc,Union County (W)-Indian Trail+Stallings Towns PUMA,Charlotte-Concord-Gastonia/NC-SC,NC-05400,NC-16740
nd,W N Dakota-Minot City PUMA,Bismarck/ND,ND-00100,ND-13900
nd,,,ND-00200,ND-13900
nd,,,ND-00200,ND-22020
nd,S Central N Dakota-Bismarck City PUMA,Bismarck/ND,ND-00300,ND-13900
nd,NE N Dakota-Grand Forks City PUMA,Grand Forks/ND-MN,ND-00400,ND-24220
nd,Cass County-Fargo City PUMA,Fargo/ND-MN,ND-00500,ND-22020
ne,,,NE-00100,NE-19740
ne,,,NE-00100,NE-24540
ne,,,NE-00100,NE-43580
ne,,,NE-00100,NE-43620
ne,,,NE-00100,NE-16940
ne,NE Nebraska PUMA,Sioux City/IA-NE-SD,NE-00200,NE-43580
ne,Central Nebraska PUMA,Grand Island/NE,NE-00300,NE-24260
ne,,,NE-00400,NE-24260
ne,,,NE-00500,NE-24260
ne,SE Nebraska PUMA,Lincoln/NE,NE-00600,NE-30700
ne,Dodge/Cass/Saunders+Washington Counties PUMA,Omaha-Council Bluffs/NE-IA,NE-00701,NE-36540
ne,Sarpy County-Bellevue City PUMA,Omaha-Council Bluffs/NE-IA,NE-00702,NE-36540
ne,Lancaster County-Lincoln City (N) PUMA,Lincoln/NE,NE-00801,NE-30700
ne,Lancaster County-Lincoln City (S) PUMA,Lincoln/NE,NE-00802,NE-30700
ne,Douglas County-Omaha City (NW) PUMA,Omaha-Council Bluffs/NE-IA,NE-00901,NE-36540
ne,Douglas County-Omaha City (SW) PUMA,Omaha-Council Bluffs/NE-IA,NE-00902,NE-36540
ne,Douglas County-Omaha City (NE) PUMA,Omaha-Council Bluffs/NE-IA,NE-00903,NE-36540
ne,Douglas County-Omaha City (SE) PUMA,Omaha-Council Bluffs/NE-IA,NE-00904,NE-36540
nh,,,NH-00100,NH-17200
nh,,,NH-00200,NH-14460
nh,Strafford Region-Strafford/Rockingham (Northern)+Carroll (SEern) Counties PUMA,Boston-Cambridge-Newton/MA-NH,NH-00300,NH-14460
nh,,,NH-00400,NH-14460
nh,,,NH-00400,NH-31700
nh,,,NH-00500,NH-17200
nh,,,NH-00500,NH-28300
nh,Hillsborough County (Western) PUMA,Manchester-Nashua/NH,NH-00600,NH-31700
nh,Outer Manchester City PUMA,Boston-Cambridge-Newton/MA-NH,NH-00700,NH-14460
nh,Outer Manchester City PUMA,Manchester-Nashua/NH,NH-00700,NH-31700
nh,Manchester City PUMA,Manchester-Nashua/NH,NH-00800,NH-31700
nh,Hillsborough County (SEern)-Greater Nashua City PUMA,Manchester-Nashua/NH,NH-00900,NH-31700
nh,Seacoast Region-Rockingham County (Southern)-Portsmouth City PUMA,Boston-Cambridge-Newton/MA-NH,NH-01000,NH-14460
nh,,,NH-01100,NH-14460
nh,,,NH-01100,NH-31700
nj,Atlantic County (E)-Atlantic City+Ventnor City PUMA,Atlantic City-Hammonton/NJ,NJ-00101,NJ-12100
nj,Atlantic County (Outside Somers Point City)-Pleasantville City+Hammonton Town PUMA,Atlantic City-Hammonton/NJ,NJ-00102,NJ-12100
nj,,,NJ-00200,NJ-12100
nj,,,NJ-00200,NJ-36140
nj,Bergen County (S Central)-Hackensack+Englewood (W) Cities PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00301,NJ-35620
nj,Bergen County (SW)-Rutherford/N Arlington+Hasbrouck Heights Boroughs PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00302,NJ-35620
nj,Bergen County (SE)-Fort Lee/Cliffside Park+Palisades Park Boroughs PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00303,NJ-35620
nj,Bergen County (W Central)-Fair Lawn Borough/Garfield City+Lodi Borough PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00304,NJ-35620
nj,Bergen County (E)-Tenafly/Park Ridge+Cresskill Boroughs PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00305,NJ-35620
nj,Bergen County (NW)-Ramsey/Oakland+Franklin Lakes Boroughs PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00306,NJ-35620
nj,Bergen County (N Central)-Bergenfield/Paramus/Dumont+New Milford Boroughs PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00307,NJ-35620
nj,Bergen County (Central)-Ridgewood Village/Glen Rock+Westwood Boroughs PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00308,NJ-35620
nj,Passaic County (SE)-Paterson City PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00400,NJ-35620
nj,Passaic County (S)-Passaic+Clifton (SE) Cities PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00501,NJ-35620
nj,Passaic County (Central)-Hawthorne Borough+Clifton City (NW) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00502,NJ-35620
nj,Passaic County (N)-Ringwood/Wanaque+Pompton Lakes Boroughs PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00503,NJ-35620
nj,Hudson County (Central)-Jersey City (N) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00601,NJ-35620
nj,Hudson County (Central)-Jersey City (S) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00602,NJ-35620
nj,Hudson County (N)-W New York/Secaucus+Guttenberg Towns PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00701,NJ-35620
nj,Hudson County (NE)-Union City+Hoboken Cities PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00702,NJ-35620
nj,Hudson County (S+W)-Bayonne City/Kearney+Harrison Towns PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00703,NJ-35620
nj,Hunterdon County PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00800,NJ-35620
nj,Middlesex County (SE) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00901,NJ-35620
nj,Middlesex County (SW) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00902,NJ-35620
nj,Middlesex County (NW)-S Plainfield+Middlesex Boroughs PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00903,NJ-35620
nj,Middlesex County (N Central)-Metuchen Borough PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00904,NJ-35620
nj,Middlesex County (NE)-Carteret Borough PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00905,NJ-35620
nj,Middlesex County (Central)-New Brunswick City/S River+Highland Park Boroughs PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00906,NJ-35620
nj,Middlesex County (E Central)-Perth Amboy City+Sayreville Borough PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-00907,NJ-35620
nj,Somerset County (N+W) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01001,NJ-35620
nj,Somerset County (S) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01002,NJ-35620
nj,Somerset County (Central)-N Plainfield+Somerville Boroughs PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01003,NJ-35620
nj,Monmouth County (SE)-Tinton Falls Borough (S) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01101,NJ-35620
nj,Monmouth County (SW)-Freehold Borough PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01102,NJ-35620
nj,Monmouth County (E Central)-Long Branch/Asbury Park Cities+Eatontown Borough PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01103,NJ-35620
nj,Monmouth County (NE)-Red Bank+Tinton Falls (N) Boroughs PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01104,NJ-35620
nj,Monmouth County (NW)-Keansburg Borough PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01105,NJ-35620
nj,Monmouth County (Central) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01106,NJ-35620
nj,Ocean County (S) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01201,NJ-35620
nj,Ocean County (Central)-Beachwood Borough PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01202,NJ-35620
nj,Ocean County (N Central) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01203,NJ-35620
nj,Ocean County (NW) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01204,NJ-35620
nj,Ocean County (NE)-Point Pleasant Borough PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01205,NJ-35620
nj,Essex County (SE)-Newark City (N+E) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01301,NJ-35620
nj,Essex County (SE)-Newark City (SW) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01302,NJ-35620
nj,Essex County (NE) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01401,NJ-35620
nj,Essex County (S Central)-E Orange City PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01402,NJ-35620
nj,Essex County (NW) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01403,NJ-35620
nj,Essex County (SW) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01404,NJ-35620
nj,Morris County (N)-Dover Town+Kinnelon Borough PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01501,NJ-35620
nj,Morris County (W) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01502,NJ-35620
nj,Morris County (E)-Lincoln Park Borough PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01503,NJ-35620
nj,Morris County (S)-Morristown Town/Madison+Florham Park Boroughs PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01504,NJ-35620
nj,Sussex County PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01600,NJ-35620
nj,Warren County PUMA,Allentown-Bethlehem-Easton/PA-NJ,NJ-01700,NJ-10900
nj,Union County (NE)-Elizabeth City PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01800,NJ-35620
nj,Union County (N Central)-Roselle Park Borough PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01901,NJ-35620
nj,Union County (NW)-Summit City+Westfield Town (N) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01902,NJ-35620
nj,Union County (SW)-Plainfield City+Westfield Town (S) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01903,NJ-35620
nj,Union County (SE)-Linden/Rahway Cities+Roselle Borough (S) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NJ-01904,NJ-35620
nj,Burlington County (N)-Burlington City PUMA,Philadelphia-Camden-Wilmington/PA-NJ-DE-MD,NJ-02001,NJ-37980
nj,Burlington County (W Central) PUMA,Philadelphia-Camden-Wilmington/PA-NJ-DE-MD,NJ-02002,NJ-37980
nj,Burlington County (S+E) PUMA,Philadelphia-Camden-Wilmington/PA-NJ-DE-MD,NJ-02003,NJ-37980
nj,Camden County (N)-Camden+Gloucester Cities PUMA,Philadelphia-Camden-Wilmington/PA-NJ-DE-MD,NJ-02101,NJ-37980
nj,Camden County (Central)-Lindenwold+Collingswood Boroughs PUMA,Philadelphia-Camden-Wilmington/PA-NJ-DE-MD,NJ-02102,NJ-37980
nj,Camden County (S+W)-Bellmawr+Pine Hill Boroughs PUMA,Philadelphia-Camden-Wilmington/PA-NJ-DE-MD,NJ-02103,NJ-37980
nj,Camden County (E Central)-Haddonfield Borough PUMA,Philadelphia-Camden-Wilmington/PA-NJ-DE-MD,NJ-02104,NJ-37980
nj,Gloucester County (NE)-Woodbury City PUMA,Philadelphia-Camden-Wilmington/PA-NJ-DE-MD,NJ-02201,NJ-37980
nj,Gloucester County (S+W)-Glassboro Borough PUMA,Philadelphia-Camden-Wilmington/PA-NJ-DE-MD,NJ-02202,NJ-37980
nj,Mercer County (W Central)-Trenton City PUMA,Trenton/NJ,NJ-02301,NJ-45940
nj,Mercer County (N)-Princeton Borough PUMA,Trenton/NJ,NJ-02302,NJ-45940
nj,Mercer County (S) PUMA,Trenton/NJ,NJ-02303,NJ-45940
nj,Cumberland County (S)-Vineland+Millville Cities PUMA,Vineland-Bridgeton/NJ,NJ-02400,NJ-47220
nj,Salem+Cumberland (N) Counties-Bridgeton City PUMA,Philadelphia-Camden-Wilmington/PA-NJ-DE-MD,NJ-02500,NJ-37980
nj,Salem+Cumberland (N) Counties-Bridgeton City PUMA,Vineland-Bridgeton/NJ,NJ-02500,NJ-47220
nj,Cape May+Atlantic (S Central) Counties-Ocean City+Somers Point City PUMA,Atlantic City-Hammonton/NJ,NJ-02600,NJ-12100
nj,Cape May+Atlantic (S Central) Counties-Ocean City+Somers Point City PUMA,Ocean City/NJ,NJ-02600,NJ-36140
nm,NW New Mexico-Navajo Nation PUMA,Farmington/NM,NM-00100,NM-22140
nm,San Juan County (NE)-Farmington/Bloomfield+Aztec Cities PUMA,Farmington/NM,NM-00200,NM-22140
nm,,,NM-00300,NM-22140
nm,,,NM-00300,NM-42140
nm,,,NM-00400,NM-42140
nm,,,NM-00400,NM-10740
nm,,,NM-00400,NM-22140
nm,Santa Fe County PUMA,Santa Fe/NM,NM-00500,NM-42140
nm,Sandoval County PUMA,Albuquerque/NM,NM-00600,NM-10740
nm,,,NM-00601,NM-10740
nm,,,NM-00602,NM-10740
nm,,,NM-00603,NM-22140
nm,,,NM-00603,NM-10740
nm,,,NM-00604,NM-10740
nm,,,NM-00605,NM-10740
nm,Valencia/Bernalillo (E Mountains) Counties+Isleta Pueblo PUMA,Albuquerque/NM,NM-00700,NM-10740
nm,,,NM-00800,NM-10740
nm,Albuquerque City (Far NE Heights) PUMA,Albuquerque/NM,NM-00801,NM-10740
nm,Albuquerque City (Near NE Heights) PUMA,Albuquerque/NM,NM-00802,NM-10740
nm,Albuquerque City (SE Heights) PUMA,Albuquerque/NM,NM-00803,NM-10740
nm,Albuquerque City (Central)+Bernalillo County (N Valley) PUMA,Albuquerque/NM,NM-00804,NM-10740
nm,Albuquerque City (NW Mesa)/Paradise Hills+Navajo Nation-Tohajiilee Chapter PUMA,Albuquerque/NM,NM-00805,NM-10740
nm,Albuquerque City (SW Mesa)+Bernalillo County (SW Mesa+S Valley) PUMA,Albuquerque/NM,NM-00806,NM-10740
nm,SW New Mexico PUMA,Albuquerque/NM,NM-00900,NM-10740
nm,,,NM-01000,NM-17580
nm,,,NM-01000,NM-38780
nm,Doña Ana County (Outer) PUMA,Las Cruces/NM,NM-01001,NM-29740
nm,Doña Ana County (Central)-Las Cruces/Mesilla Cities+University Park PUMA,Las Cruces/NM,NM-01002,NM-29740
nm,,,NM-01100,NM-21340
nm,,,NM-01100,NM-28660
nm,,,NM-01200,NM-16100
nm,,,NM-01200,NM-26020
nv,,,NV-00100,NV-39900
nv,,,NV-00100,NV-16180
nv,Washoe County (S Central)-Reno City PUMA,Reno/NV,NV-00101,NV-39900
nv,Washoe County (S) PUMA,Reno/NV,NV-00102,NV-39900
nv,Washoe County (N)-Sparks City PUMA,Reno/NV,NV-00103,NV-39900
nv,Carson City/Lyon/Douglas+Storey Counties PUMA,Carson City/NV,NV-00200,NV-16180
nv,Carson City/Lyon/Douglas+Storey Counties PUMA,Reno/NV,NV-00200,NV-39900
nv,,,NV-00300,NV-39900
nv,,,NV-00300,NV-29820
nv,,,NV-00300,NV-41100
nv,,,NV-00400,NV-16180
nv,,,NV-00400,NV-39900
nv,Clark County (NW Central)-NW Las Vegas Valley PUMA,Las Vegas-Henderson-Paradise/NV,NV-00401,NV-29820
nv,Clark County (N)-Las Vegas (NE)+N Las Vegas (Outer) Cities PUMA,Las Vegas-Henderson-Paradise/NV,NV-00402,NV-29820
nv,Clark County (Central)-Greater N Las Vegas City PUMA,Las Vegas-Henderson-Paradise/NV,NV-00403,NV-29820
nv,Clark County (E)-Mesquite City/Sunrise Manor (N)/Moapa Valley+Nellis AFB PUMA,Las Vegas-Henderson-Paradise/NV,NV-00404,NV-29820
nv,Las Vegas City (SE) PUMA,Las Vegas-Henderson-Paradise/NV,NV-00405,NV-29820
nv,Las Vegas City (S Central) PUMA,Las Vegas-Henderson-Paradise/NV,NV-00406,NV-29820
nv,Clark County (W)-Las Vegas City (SW) PUMA,Las Vegas-Henderson-Paradise/NV,NV-00407,NV-29820
nv,Clark County (Central)-Spring Valley+Summerlin S PUMA,Las Vegas-Henderson-Paradise/NV,NV-00408,NV-29820
nv,Clark County (Central)-Paradise (NW)+Winchester PUMA,Las Vegas-Henderson-Paradise/NV,NV-00409,NV-29820
nv,Clark County (Central)-Whitney/Sunrise Manor (S)+Paradise (NE) PUMA,Las Vegas-Henderson-Paradise/NV,NV-00410,NV-29820
nv,Clark County (Central)-Henderson City (W) PUMA,Las Vegas-Henderson-Paradise/NV,NV-00411,NV-29820
nv,Clark County (S)-Henderson (E)+Boulder Cities PUMA,Las Vegas-Henderson-Paradise/NV,NV-00412,NV-29820
nv,Clark County (Central)-Paradise (S)+Enterprise PUMA,Las Vegas-Henderson-Paradise/NV,NV-00413,NV-29820
nv,,,NV-00501,NV-29820
nv,,,NV-00502,NV-29820
nv,,,NV-00503,NV-29820
nv,,,NV-00504,NV-29820
nv,,,NV-00505,NV-29820
nv,,,NV-00506,NV-29820
nv,,,NV-00507,NV-29820
nv,,,NV-00508,NV-29820
nv,,,NV-00509,NV-29820
nv,,,NV-00510,NV-29820
nv,,,NV-00511,NV-29820
ny,,,NY-00100,NY-36300
ny,,,NY-00200,NY-46540
ny,Warren+Washington Counties PUMA,Glens Falls/NY,NY-00300,NY-24020
ny,Herkimer (N+Central)+Oneida (Outer) Counties PUMA,Utica-Rome/NY,NY-00401,NY-46540
ny,Oneida County (Central)-Greater Utica+Rome Cities PUMA,Utica-Rome/NY,NY-00402,NY-46540
ny,Otsego/Schoharie/Oneida (S)+Herkimer (S) Counties PUMA,Albany-Schenectady-Troy/NY,NY-00403,NY-10580
ny,Otsego/Schoharie/Oneida (S)+Herkimer (S) Counties PUMA,Utica-Rome/NY,NY-00403,NY-46540
ny,Jefferson+Lewis Counties PUMA,Watertown-Fort Drum/NY,NY-00500,NY-48060
ny,Oswego County PUMA,Syracuse/NY,NY-00600,NY-45060
ny,,,NY-00700,NY-45060
ny,Onondaga County (Central)-Syracuse City PUMA,Syracuse/NY,NY-00701,NY-45060
ny,Onondaga County (N) PUMA,Syracuse/NY,NY-00702,NY-45060
ny,Onondaga County (Central)-Syracuse City (Outer) PUMA,Syracuse/NY,NY-00703,NY-45060
ny,Cayuga+Onondaga (S) Counties PUMA,Syracuse/NY,NY-00704,NY-45060
ny,Wayne+Seneca Counties PUMA,Rochester/NY,NY-00800,NY-40380
ny,,,NY-00801,NY-45060
ny,,,NY-00802,NY-45060
ny,,,NY-00803,NY-45060
ny,,,NY-00804,NY-45060
ny,Monroe County (E) PUMA,Rochester/NY,NY-00901,NY-40380
ny,Monroe County (Central)-Rochester City (E) PUMA,Rochester/NY,NY-00902,NY-40380
ny,Monroe County (Central)-Rochester City (W) PUMA,Rochester/NY,NY-00903,NY-40380
ny,Monroe County (Central)-Greece+Gates Towns PUMA,Rochester/NY,NY-00904,NY-40380
ny,Monroe County (N+W) PUMA,Rochester/NY,NY-00905,NY-40380
ny,Monroe County (S) PUMA,Rochester/NY,NY-00906,NY-40380
ny,Genesee+Orleans Counties PUMA,Rochester/NY,NY-01000,NY-40380
ny,,,NY-01001,NY-40380
ny,,,NY-01002,NY-40380
ny,,,NY-01003,NY-40380
ny,,,NY-01004,NY-40380
ny,,,NY-01005,NY-40380
ny,,,NY-01100,NY-40380
ny,Niagara County (SW)-Greater Niagara Falls+N Tonawanda Area PUMA,Buffalo-Cheektowaga-Niagara Falls/NY,NY-01101,NY-15380
ny,Niagara County (N+E) PUMA,Buffalo-Cheektowaga-Niagara Falls/NY,NY-01102,NY-15380
ny,,,NY-01200,NY-40380
ny,Erie County (NW) PUMA,Buffalo-Cheektowaga-Niagara Falls/NY,NY-01201,NY-15380
ny,Erie County (N Central) PUMA,Buffalo-Cheektowaga-Niagara Falls/NY,NY-01202,NY-15380
ny,Erie County (NE) PUMA,Buffalo-Cheektowaga-Niagara Falls/NY,NY-01203,NY-15380
ny,Erie County (Central) PUMA,Buffalo-Cheektowaga-Niagara Falls/NY,NY-01204,NY-15380
ny,Erie County (W Central)-Buffalo City (E) PUMA,Buffalo-Cheektowaga-Niagara Falls/NY,NY-01205,NY-15380
ny,Erie County (W Central)-Buffalo City (W) PUMA,Buffalo-Cheektowaga-Niagara Falls/NY,NY-01206,NY-15380
ny,Erie County (S) PUMA,Buffalo-Cheektowaga-Niagara Falls/NY,NY-01207,NY-15380
ny,Livingston+Wyoming Counties PUMA,Rochester/NY,NY-01300,NY-40380
ny,Ontario+Yates Counties PUMA,Rochester/NY,NY-01400,NY-40380
ny,,,NY-01401,NY-15380
ny,,,NY-01402,NY-15380
ny,Madison+Cortland Counties PUMA,Syracuse/NY,NY-01500,NY-45060
ny,,,NY-01501,NY-40380
ny,,,NY-01501,NY-15380
ny,,,NY-01502,NY-15380
ny,,,NY-01600,NY-46540
ny,,,NY-01600,NY-13780
ny,,,NY-01601,NY-15380
ny,,,NY-01602,NY-15380
ny,,,NY-01603,NY-15380
ny,,,NY-01604,NY-15380
ny,,,NY-01605,NY-15380
ny,Schenectady County-Schenectady City PUMA,Albany-Schenectady-Troy/NY,NY-01700,NY-10580
ny,,,NY-01800,NY-45060
ny,,,NY-01800,NY-13780
ny,Saratoga County (S+Central) PUMA,Albany-Schenectady-Troy/NY,NY-01801,NY-10580
ny,Saratoga County (Outer) PUMA,Albany-Schenectady-Troy/NY,NY-01802,NY-10580
ny,Rensselaer County-Troy City PUMA,Albany-Schenectady-Troy/NY,NY-01900,NY-10580
ny,,,NY-02000,NY-10580
ny,,,NY-02000,NY-46540
ny,Albany County (E Central)-Albany City PUMA,Albany-Schenectady-Troy/NY,NY-02001,NY-10580
ny,Albany County (Outside Albany City) PUMA,Albany-Schenectady-Troy/NY,NY-02002,NY-10580
ny,,,NY-02100,NY-10580
ny,,,NY-02100,NY-35620
ny,Broome County (W Central)-Greater Binghamton City+Greater Johnson City Village PUMA,Binghamton/NY,NY-02201,NY-13780
ny,Broome (Outer W)+Tioga Counties PUMA,Binghamton/NY,NY-02202,NY-13780
ny,Chenango/Delaware+Broome (E) Counties PUMA,Binghamton/NY,NY-02203,NY-13780
ny,Tompkins County PUMA,Ithaca/NY,NY-02300,NY-27060
ny,Chemung (S)+Steuben (E) Counties-Greater Elmira+Greater Corning Cities PUMA,Elmira/NY,NY-02401,NY-21300
ny,Steuben (N+W)/Schuyler+Chemung (N) Counties PUMA,Elmira/NY,NY-02402,NY-21300
ny,,,NY-02500,NY-10580
ny,,,NY-02600,NY-27460
ny,,,NY-02601,NY-13780
ny,,,NY-02602,NY-13780
ny,,,NY-02700,NY-40380
ny,,,NY-02700,NY-27060
ny,,,NY-02700,NY-21300
ny,Sullivan+Ulster (W) Counties PUMA,Kingston/NY,NY-02701,NY-28740
ny,Ulster County (E) PUMA,Kingston/NY,NY-02702,NY-28740
ny,,,NY-02800,NY-40380
ny,,,NY-02800,NY-21300
ny,Dutchess County (N+E) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-02801,NY-35620
ny,Dutchess County (SW) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-02802,NY-35620
ny,,,NY-02900,NY-40380
ny,Orange County (NE)-Greater Newburgh City PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-02901,NY-35620
ny,Orange County (NW) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-02902,NY-35620
ny,Orange County (SE) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-02903,NY-35620
ny,,,NY-03000,NY-21500
ny,Rockland County (N)-New City+Congers PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03001,NY-35620
ny,Rockland County (S)-Orangetown/Clarkstown (S)+Ramapo (SE) Towns PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03002,NY-35620
ny,Rockland County (W)-Spring Valley/Suffern Villages+Monsey PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03003,NY-35620
ny,Putnam County PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03101,NY-35620
ny,Westchester County (NW) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03102,NY-35620
ny,Westchester County (NE) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03103,NY-35620
ny,Westchester County (SE) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03104,NY-35620
ny,Westchester County (Central)-White Plains City PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03105,NY-35620
ny,Westchester County (SW)-Yonkers City PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03106,NY-35620
ny,Westchester County (S Central)-New Rochelle+Mount Vernon Cities PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03107,NY-35620
ny,Nassau County (NW)-N Hempstead Town (N) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03201,NY-35620
ny,Nassau County (NE)-Oyster Bay Town (N)+Glen Cove City PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03202,NY-35620
ny,Nassau County (E Central)-Oyster Bay Town (Central) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03203,NY-35620
ny,Nassau County (W Central)-N Hempstead Town (S) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03204,NY-35620
ny,Nassau County (W Central)-Hempstead Town (NW) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03205,NY-35620
ny,Nassau County (Central)-Hempstead Town (N Central)-Meadowbrook Corridor PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03206,NY-35620
ny,Nassau County (Central)-Hempstead Town (NE) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03207,NY-35620
ny,Nassau County (SE)-Oyster Bay Town (S) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03208,NY-35620
ny,Nassau County (Central)-Hempstead Town (E Central) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03209,NY-35620
ny,Nassau County (S Central)-Hempstead Town (SE) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03210,NY-35620
ny,Nassau County (W Central)-Hempstead Town (W Central) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03211,NY-35620
ny,Nassau County (SW)-Hempstead Town (SW)+Long Beach City PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03212,NY-35620
ny,Suffolk County (NW)-Huntington Town (N) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03301,NY-35620
ny,Suffolk County (NW)-Huntington Town (S) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03302,NY-35620
ny,Suffolk County (NW)-Smithtown Town PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03303,NY-35620
ny,Suffolk County (N Central)-Brookhaven Town (N) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03304,NY-35620
ny,Suffolk County (E) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03305,NY-35620
ny,Suffolk County (S Central)-Brookhaven Town (S) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03306,NY-35620
ny,Suffolk County (Central)-Brookhaven Town (Central) PUMA,New York-Newark-Jersey City/NY-NJ-PA,NY-03307,NY-35620
